









Frequency of observations in the selected location(s).:
Number of taxa: 	955

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Vesper Sparrow	0.0072411	0.0067635	0.0064222	0.0052066	0.0048859	0.0039056	0.0033236	0.0033979	0.0029188	0.0027543	0.0021609	0.0018624	3.593E-4	9.21E-5	2.9E-5	0.0	1.78E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79E-5	5.78E-5	2.75E-5	2.06E-5	0.0	2.04E-5	1.279E-4	0.0011526	0.0038247	0.0056828	0.0066386	0.0061382	0.0062317	0.0057597	0.0056572	0.0058734	
LeConte's Sparrow	3.163E-4	8.51E-5	1.352E-4	4.005E-4	4.494E-4	4.125E-4	1.697E-4	1.501E-4	1.168E-4	1.62E-4	1.866E-4	2.23E-5	9.37E-5	4.61E-5	2.9E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42E-5	2.386E-4	1.416E-4	3.28E-4	3.178E-4	1.847E-4	1.868E-4	
Seaside Sparrow	0.0011861	9.925E-4	8.788E-4	7.409E-4	9.859E-4	8.121E-4	7.585E-4	0.001119	0.0012989	0.0012225	0.0015235	0.0018959	0.0024213	0.0017812	0.0024544	0.002917	0.0027262	0.0021488	0.0024301	0.0021013	0.0024881	0.0024691	0.0019845	0.0018473	0.0022388	0.0011624	0.0010279	6.653E-4	6.119E-4	4.111E-4	4.277E-4	4.468E-4	7.806E-4	2.602E-4	7.961E-4	6.808E-4	6.989E-4	8.755E-4	5.116E-4	8.442E-4	0.0011024	0.0013046	0.0012149	0.001086	0.0010044	9.335E-4	0.0012926	0.0015462	
Nelson's Sparrow	0.0018978	0.0016873	0.0012574	0.0012216	8.119E-4	8.25E-4	7.685E-4	7.505E-4	6.567E-4	5.744E-4	4.042E-4	4.795E-4	2.968E-4	2.303E-4	3.05E-4	4.251E-4	3.742E-4	3.097E-4	1.307E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65E-4	5.784E-4	0.0011809	0.0015561	0.0016234	0.0015299	0.0016584	0.0019525	0.0016054	0.0017834	0.0016485	0.0023334	0.0018471	
Saltmarsh Sparrow	8.698E-4	0.0010493	6.76E-4	8.01E-4	6.959E-4	7.476E-4	5.09E-4	6.141E-4	5.108E-4	4.566E-4	3.887E-4	3.68E-4	2.031E-4	1.536E-4	1.598E-4	7.09E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.64E-5	3.258E-4	3.411E-4	4.708E-4	6.974E-4	8.403E-4	0.0014536	0.0014795	8.61E-4	8.143E-4	8.897E-4	0.0012245	
Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow)	3.502E-4	3.261E-4	3.245E-4	3.404E-4	2.465E-4	2.965E-4	1.697E-4	2.183E-4	2.481E-4	1.62E-4	9.33E-5	1.673E-4	4.69E-5	1.382E-4	7.26E-5	1.18E-5	1.78E-5	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41E-5	0.0	6.4E-5	1.136E-4	2.925E-4	3.759E-4	1.953E-4	2.518E-4	2.665E-4	3.376E-4	2.014E-4	3.113E-4	
Ammospiza sp.	1.13E-5	0.0	0.0015	2.0E-5	1.45E-5	0.0	0.0	1.36E-5	2.92E-5	0.0	0.0	1.12E-5	0.0	0.0	0.0	0.0	0.0	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41E-5	0.0	2.13E-5	1.62E-5	2.25E-5	0.0	0.0	0.0	0.0	0.0	5.04E-5	3.11E-5	
Savannah Sparrow	0.0582222	0.0552137	0.0582732	0.0554805	0.0517586	0.0450761	0.0383656	0.0475976	0.0443076	0.0430236	0.0438399	0.0406718	0.0312734	0.0226494	0.0194316	0.0112191	0.0047575	0.001239	2.352E-4	1.201E-4	2.62E-5	1.204E-4	0.0	1.539E-4	3.5E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.36E-5	0.0	0.0	2.063E-4	8.435E-4	0.0044181	0.0163288	0.0400338	0.0637599	0.0655404	0.062763	0.0659616	0.0631982	0.0578153	0.0559342	0.0551854	
Henslow's Sparrow	5.648E-4	0.0010776	9.464E-4	5.807E-4	4.784E-4	3.738E-4	5.29E-4	2.866E-4	5.4E-4	2.651E-4	3.576E-4	4.572E-4	1.562E-4	7.68E-5	4.36E-5	3.54E-5	0.0	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4E-5	4.87E-5	3.15E-4	4.201E-4	5.641E-4	8.499E-4	0.0010454	8.342E-4	8.058E-4	4.255E-4	
Grasshopper/Henslow's Sparrow	0.0	0.0	0.0	1.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42E-5	2.17E-5	0.0	0.0	0.0	0.0	0.0	
Song Sparrow	0.0180066	0.0172419	0.0161705	0.0144984	0.0155421	0.0137535	0.0133042	0.0151608	0.0132806	0.0121073	0.0095608	0.0072377	0.0038115	0.0017966	6.535E-4	1.18E-5	0.0	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.49E-5	0.0	4.82E-5	2.443E-4	0.0016414	0.0062827	0.0147363	0.0170706	0.0196338	0.020492	0.0188385	0.0198213	0.0194729	0.017475	
Lincoln's Sparrow	0.0015363	0.0012478	0.0011763	0.0010013	0.0013628	8.894E-4	8.983E-4	7.096E-4	6.859E-4	4.566E-4	7.773E-4	6.691E-4	5.78E-4	0.0013666	0.0010602	4.37E-4	0.0013542	3.87E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.205E-4	4.479E-4	0.0010872	0.0013474	0.0023398	0.0017911	0.0021695	0.0021877	0.0017424	0.002006	0.0017962	0.0016188	
Swamp Sparrow	0.0612722	0.0578935	0.0572591	0.0547896	0.0524545	0.0413251	0.0327365	0.0410611	0.0353468	0.0350257	0.0352118	0.0358429	0.0299925	0.0262734	0.0214357	0.0105105	0.0015858	2.904E-4	2.61E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.032E-4	8.676E-4	0.0112183	0.0344482	0.0604727	0.0794636	0.0776358	0.080965	0.0854148	0.0835742	0.0810328	0.0806782	0.0694747	
Lincoln's/Swamp Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	1.62E-5	0.0	0.0	0.0	0.0	0.0	1.99E-5	0.0	1.04E-5	
Green-tailed Towhee	0.0	4.25E-5	1.893E-4	2.503E-4	1.16E-4	1.805E-4	1.198E-4	4.367E-4	8.76E-5	8.84E-5	1.088E-4	1.115E-4	1.25E-4	4.61E-5	1.017E-4	4.72E-5	0.0	0.0	2.61E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Towhee	0.0	0.0	1.35E-5	0.0	1.45E-5	0.0	0.0	1.36E-5	1.897E-4	1.326E-4	4.66E-5	3.35E-5	4.69E-5	4.3E-4	5.81E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42E-5	4.556E-4	1.102E-4	0.0	0.0	0.0	0.0	
Eastern Towhee	0.0450391	0.0440263	0.0458208	0.0463088	0.0542813	0.0511988	0.0467992	0.0596608	0.0573255	0.0625396	0.0642985	0.071329	0.0759341	0.0752883	0.0739213	0.0716487	0.0752824	0.0760415	0.083329	0.0884731	0.084621	0.0811177	0.0884341	0.0813064	0.0814356	0.0770069	0.0758443	0.0723644	0.0646269	0.0639879	0.0597796	0.0558299	0.0491762	0.0458474	0.0451051	0.0477389	0.0468501	0.048416	0.0583232	0.0577941	0.050351	0.0443349	0.0438669	0.0402443	0.0398909	0.043714	0.0485815	0.0420169	
Spotted/Eastern Towhee (Rufous-sided Towhee)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
new world sparrow sp.	0.0023949	0.0027224	0.002312	0.002333	0.0019863	0.0026295	0.0028844	0.0022243	0.0020578	0.0020621	0.0024874	0.0018624	0.0016246	0.0012438	0.0010892	8.739E-4	7.306E-4	5.614E-4	2.352E-4	2.802E-4	1.31E-4	9.03E-5	1.86E-4	2.309E-4	1.049E-4	1.816E-4	1.101E-4	1.279E-4	3.4E-5	2.055E-4	2.303E-4	2.457E-4	3.345E-4	3.469E-4	3.843E-4	8.665E-4	7.471E-4	0.0013845	0.0020251	0.0031332	0.0032622	0.0040907	0.0039918	0.003919	0.0035668	0.0034757	0.0030049	0.0027188	
Western Spindalis	2.711E-4	1.56E-4	3.515E-4	3.905E-4	1.45E-4	2.58E-5	2.196E-4	7.778E-4	4.232E-4	7.512E-4	3.42E-4	0.0012379	1.875E-4	1.228E-4	3.485E-4	8.503E-4	8.018E-4	7.163E-4	2.61E-5	2.0E-5	0.0	0.0	0.0	0.0	3.848E-4	2.179E-4	9.545E-4	1.024E-4	6.8E-5	3.43E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04E-5	2.558E-4	0.0	0.0	0.0	1.302E-4	3.15E-5	5.125E-4	7.94E-5	0.0	6.23E-5	
Yellow-breasted Chat	7.117E-4	5.813E-4	9.735E-4	9.812E-4	0.0012179	9.281E-4	8.983E-4	7.915E-4	8.61E-4	7.512E-4	7.928E-4	3.903E-4	6.405E-4	0.0013513	0.002251	0.0022556	0.0026549	0.0027877	0.0027959	0.0030618	0.0030905	0.0029809	0.0021705	0.0024117	0.001819	7.265E-4	7.342E-4	4.862E-4	2.72E-4	3.083E-4	7.896E-4	4.915E-4	6.691E-4	7.805E-4	0.0020864	0.0025375	0.0021449	0.0015474	0.0018333	0.0012338	0.0010574	0.0012162	6.291E-4	7.712E-4	0.0010659	6.951E-4	8.561E-4	4.981E-4	
Yellow-headed Blackbird	9.15E-4	9.075E-4	0.0011087	0.0012416	0.0011454	9.796E-4	0.0012675	9.279E-4	7.881E-4	0.001414	0.0016323	0.0013271	7.498E-4	0.0012131	0.0010602	7.322E-4	8.731E-4	0.0	2.61E-5	2.0E-5	0.0	0.0	0.0	0.0	0.0	3.63E-5	7.34E-5	7.68E-5	1.7E-4	1.028E-4	1.645E-4	2.457E-4	1.394E-4	4.047E-4	1.647E-4	1.032E-4	1.446E-4	1.629E-4	2.345E-4	2.922E-4	0.0012599	6.634E-4	5.858E-4	4.722E-4	9.43E-4	0.0017279	7.89E-4	5.085E-4	
Bobolink	1.13E-5	0.0	0.0	4.01E-5	0.0	0.0	0.0	2.73E-5	1.46E-5	2.95E-5	7.77E-5	6.69E-5	1.718E-4	9.674E-4	0.0118652	0.0296184	0.0333024	0.0222239	0.010034	0.0018211	5.5E-4	3.01E-5	6.2E-5	0.0	7.0E-5	0.0	3.67E-5	5.12E-5	3.4E-5	0.0	9.87E-4	0.0076182	0.0209361	0.0256121	0.0238291	0.02127	0.0134236	0.0097117	0.0035386	0.0010065	2.25E-4	1.548E-4	6.51E-5	3.15E-5	6.15E-5	1.99E-5	1.68E-5	1.04E-5	
Western Meadowlark	0.0	0.0	1.35E-5	0.0	0.0	1.29E-5	5.99E-5	1.501E-4	1.022E-4	1.031E-4	0.0	7.81E-5	3.12E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17E-5	0.0	4.1E-5	1.99E-5	1.68E-5	2.08E-5	
Eastern Meadowlark	0.0347367	0.03213	0.0341662	0.034664	0.0334764	0.0327275	0.0300018	0.0396692	0.0396083	0.042405	0.0458453	0.0455899	0.0431611	0.0392795	0.0370914	0.0387709	0.0421047	0.0441962	0.047583	0.0470883	0.0526688	0.0521213	0.0483721	0.0483374	0.0469444	0.0434798	0.0419604	0.0371801	0.0319905	0.0264447	0.0220431	0.0157056	0.0129631	0.0121701	0.0118322	0.0121513	0.0165566	0.0193216	0.0223615	0.0306666	0.0340398	0.0336326	0.0330846	0.0334293	0.0325523	0.0315392	0.0317274	0.0279559	
Western/Eastern Meadowlark	0.0	0.0	1.35E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25E-5	2.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-rumped Cacique	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.201E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Orchard Oriole	2.372E-4	1.276E-4	1.217E-4	1.802E-4	1.16E-4	1.031E-4	1.996E-4	5.46E-5	7.3E-5	8.84E-5	1.088E-4	0.0026654	0.0145276	0.0281314	0.034608	0.0224146	0.0169274	0.0104925	0.0106872	0.0126476	0.0117857	0.0115624	0.0097364	0.0082358	0.0070312	0.0058482	0.0037078	0.0043245	0.0035356	0.0035282	0.0034545	0.0035745	0.003875	0.0022837	0.0024159	0.0015473	7.712E-4	4.886E-4	0.0014282	4.546E-4	1.125E-4	1.106E-4	8.68E-5	1.259E-4	4.1E-5	1.787E-4	2.182E-4	1.764E-4	
Hooded Oriole	0.0	0.0	8.11E-5	8.01E-5	5.8E-5	3.87E-5	2.0E-5	0.0	0.0	0.0	0.0	0.0	5.78E-4	0.0	1.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.773E-4	
Venezuelan Troupial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bullock's Oriole	4.745E-4	3.403E-4	2.028E-4	5.807E-4	5.364E-4	2.707E-4	5.689E-4	3.684E-4	2.335E-4	3.83E-4	5.441E-4	1.673E-4	3.749E-4	1.54E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.446E-4	6.11E-5	1.492E-4	6.331E-4	2.925E-4	2.875E-4	1.736E-4	2.676E-4	2.255E-4	6.753E-4	3.357E-4	3.528E-4	
Spot-breasted Oriole	0.002135	0.0020276	0.0023796	0.002363	0.0025807	0.002346	0.0020959	0.0018149	0.0019994	0.0022241	0.0029071	0.0032453	0.0034991	0.0043149	0.0041245	0.0055387	0.0044368	0.0029038	0.0023256	0.0028817	0.002069	0.0024088	0.0024496	0.0025657	0.0026586	0.0035598	0.0040015	0.0039662	0.0037056	0.003905	0.0042441	0.0045129	0.0059379	0.0062151	0.0061769	0.0072826	0.0061937	0.0074721	0.0062459	0.0073379	0.0043871	0.0035158	0.0030156	0.002833	0.0026854	0.0025422	0.0019305	0.0019716	
Baltimore Oriole	0.0147758	0.0167172	0.0167113	0.0172119	0.0187317	0.0188064	0.0205801	0.0149971	0.0133682	0.0119895	0.0108356	0.0110518	0.0132936	0.0183038	0.0284067	0.0173247	0.0120452	0.0021101	5.487E-4	4.0E-5	5.24E-5	3.01E-5	3.1E-5	0.0	0.0	3.63E-5	0.0	0.0	0.0	6.85E-5	2.632E-4	0.0016756	0.0117923	0.0289654	0.039038	0.036289	0.0309924	0.0256332	0.0277547	0.0219325	0.0168737	0.0129577	0.0127132	0.0130003	0.0143288	0.0153923	0.0143529	0.0144553	
Bullock's/Baltimore Oriole	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-5	0.0	0.0	0.0	0.0	2.41E-5	2.04E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99E-5	1.68E-5	0.0	
Scott's Oriole	2.598E-4	0.0013328	7.031E-4	3.805E-4	2.61E-4	1.289E-4	1.797E-4	4.367E-4	3.065E-4	2.357E-4	7.77E-5	7.81E-5	1.56E-5	1.54E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
new world oriole sp.	1.13E-5	0.0	4.06E-5	2.0E-5	0.0015	0.0015	1.0E-5	0.0	0.0	1.47E-5	0.0	0.0	0.0	0.0	1.45E-5	3.54E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.07E-5	4.26E-5	0.0	4.5E-5	0.0	2.17E-5	4.72E-5	2.05E-5	0.0	1.68E-5	1.04E-5	
Red-winged Blackbird	0.1658213	0.172206	0.1881236	0.2036286	0.2245919	0.2246971	0.2187756	0.2465714	0.2506677	0.2576407	0.2688224	0.2791154	0.2793677	0.2710102	0.269791	0.2754939	0.2730658	0.27023	0.2768226	0.2795878	0.2855534	0.2728915	0.2633798	0.2552853	0.2542764	0.2363603	0.2254772	0.2003582	0.1681795	0.1476039	0.1374897	0.1181832	0.1141033	0.1005695	0.1050074	0.1168097	0.1340435	0.1650175	0.1926414	0.2169389	0.2217423	0.2076552	0.1958389	0.1880794	0.1783408	0.1754121	0.1694981	0.1604923	
Shiny Cowbird	3.728E-4	4.396E-4	7.571E-4	5.106E-4	6.379E-4	5.929E-4	4.791E-4	5.868E-4	4.962E-4	5.744E-4	8.395E-4	7.806E-4	8.592E-4	9.828E-4	0.0013216	0.0035193	0.0028153	0.0018584	0.0015417	0.0018411	0.0019119	0.0014453	0.0010853	0.0014368	0.0013992	0.0017799	0.0018722	0.0018168	0.0011219	7.879E-4	4.935E-4	7.149E-4	4.46E-4	8.67E-5	2.471E-4	6.19E-5	1.687E-4	3.868E-4	1.705E-4	4.708E-4	1.35E-4	3.096E-4	3.688E-4	2.833E-4	3.28E-4	8.54E-4	4.532E-4	6.953E-4	
Bronzed Cowbird	0.0020108	0.0022687	0.0020551	0.0022829	0.0020008	0.0014437	0.0013474	0.0020196	0.0022183	0.0026954	0.0033735	0.0040036	0.0036553	0.0038696	0.0025415	0.0035783	0.0027618	0.0019746	0.0019075	0.0021013	0.0019381	0.0021981	0.0017364	0.0018473	0.0012943	0.0036324	0.00279	0.0025589	0.0013599	6.166E-4	7.238E-4	4.245E-4	5.297E-4	5.492E-4	3.843E-4	2.888E-4	1.446E-4	3.054E-4	2.345E-4	6.494E-4	0.0018449	0.0012383	0.001779	0.0017155	0.0023574	0.0022046	0.001578	0.0017018	
Brown-headed Cowbird	0.0344204	0.0328673	0.0358563	0.0383087	0.0439151	0.0451921	0.0493942	0.0556079	0.0580552	0.0598147	0.0619044	0.0626749	0.0629686	0.0657371	0.0663985	0.063571	0.0594241	0.0520559	0.0517115	0.0482089	0.0463045	0.0445033	0.044155	0.0400503	0.0361353	0.0304395	0.0248899	0.0194985	0.017984	0.014387	0.0133904	0.0112821	0.0114577	0.0102044	0.0100203	0.0139875	0.0174483	0.0198102	0.0235339	0.026397	0.0272903	0.0273527	0.026446	0.0275902	0.0271201	0.0339225	0.0334732	0.0309134	
Shiny/Brown-headed Cowbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	2.23E-5	1.56E-5	0.0	0.0	2.36E-5	0.0	0.0	0.0015	4.0E-5	0.0	3.01E-5	0.0	0.0	3.5E-5	0.0015	3.67E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13E-5	0.0	0.0	0.0	0.0	1.57E-5	2.05E-5	0.0	0.0	0.0	
Bronzed/Brown-headed Cowbird	0.0	0.0	0.0	0.0	0.0	1.29E-5	0.0	2.73E-5	0.0	0.0	0.0	0.0	1.56E-5	1.54E-5	1.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5E-5	3.63E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13E-5	0.0	0.0	0.0	0.0	0.0	2.05E-5	1.99E-5	0.0	1.04E-5	
Rusty Blackbird	0.0015702	0.0018149	0.0011763	0.0011114	0.0010294	7.605E-4	7.086E-4	8.051E-4	5.838E-4	3.83E-4	2.021E-4	1.45E-4	7.81E-5	4.61E-5	0.0	1.18E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26E-5	1.62E-5	9.0E-5	1.99E-4	8.895E-4	0.0015424	6.15E-4	0.0013307	0.0010744	8.613E-4	
Brewer's Blackbird	5.874E-4	6.381E-4	7.436E-4	5.106E-4	2.32E-4	2.707E-4	2.096E-4	8.19E-5	2.043E-4	1.915E-4	6.22E-5	8.92E-5	1.56E-5	0.0015	0.0	3.54E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26E-5	1.299E-4	1.35E-4	1.769E-4	4.122E-4	5.509E-4	5.535E-4	8.739E-4	4.868E-4	4.773E-4	
Rusty/Brewer's Blackbird	0.0	1.42E-5	0.0	1.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Grackle	0.1789478	0.1788135	0.1907872	0.2045298	0.2226201	0.2157515	0.2167894	0.2363505	0.2378395	0.2406581	0.259417	0.2785244	0.3002999	0.3086006	0.315204	0.3101196	0.3098785	0.2986488	0.2999216	0.301621	0.29197	0.290747	0.2711008	0.251642	0.2454962	0.2265529	0.2124449	0.1944985	0.1784464	0.1758298	0.1866096	0.1872166	0.1870034	0.185182	0.1941745	0.2051494	0.2121753	0.2262806	0.2398798	0.2438716	0.2344312	0.2186671	0.2105046	0.2057069	0.1955599	0.193565	0.1941078	0.1859785	
Boat-tailed Grackle	0.2318381	0.2370899	0.2477759	0.259059	0.2668107	0.2550786	0.2378087	0.2891882	0.2931072	0.2966874	0.3068636	0.3039624	0.2983004	0.2852141	0.2759197	0.2751869	0.2731015	0.2774895	0.2800627	0.2836902	0.2912891	0.2793352	0.2651163	0.2528992	0.2378354	0.217036	0.2080764	0.2046315	0.2016658	0.1986778	0.1940122	0.1754206	0.1710574	0.165149	0.181052	0.2006313	0.2105124	0.2162635	0.2229115	0.2414202	0.2520473	0.2527198	0.248579	0.2500118	0.2482422	0.2390467	0.2326339	0.2368885	
Great-tailed Grackle	1.582E-4	2.269E-4	4.327E-4	1.302E-4	8.7E-5	1.676E-4	5.99E-5	5.049E-4	1.022E-4	7.36E-5	3.731E-4	6.691E-4	2.343E-4	2.918E-4	4.212E-4	2.48E-4	1.247E-4	1.162E-4	1.568E-4	1.601E-4	3.143E-4	4.818E-4	1.24E-4	2.57E-5	3.5E-5	7.26E-5	7.34E-5	1.024E-4	6.8E-5	3.43E-5	3.29E-5	0.0	0.0	0.0	0.0	0.0	2.41E-5	2.04E-5	0.0	6.49E-5	6.75E-5	4.42E-5	4.34E-5	1.57E-5	8.2E-5	2.185E-4	1.175E-4	6.23E-5	
Boat-tailed x Great-tailed Grackle (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
grackle sp.	6.439E-4	9.784E-4	8.788E-4	8.611E-4	8.844E-4	0.0010312	0.0011578	9.006E-4	0.0010362	7.365E-4	0.0011815	0.0010371	0.0010622	9.367E-4	8.568E-4	9.33E-4	8.196E-4	0.001026	0.0013065	9.005E-4	8.905E-4	0.0011442	0.0012403	0.0011802	0.0012593	0.0013077	0.001138	0.0010235	0.0010539	8.564E-4	0.0010528	9.16E-4	8.921E-4	0.0011563	8.785E-4	0.0011966	9.399E-4	9.773E-4	0.0011511	0.0011202	8.549E-4	0.0012162	0.0014752	0.0012276	8.815E-4	8.342E-4	7.554E-4	0.0010377	
blackbird sp.	0.0023045	0.0021269	0.0023931	0.0019525	0.0021457	0.0021913	0.0033335	0.0015829	0.0016783	0.0015907	0.001508	0.0016171	0.001031	0.0012284	0.0011764	0.0012991	0.0013186	0.0015681	0.0011759	0.0014209	0.0011262	8.732E-4	0.0010543	0.0013085	0.0013293	0.0020705	0.001909	0.0020471	0.0029237	0.0023636	0.0027307	0.0026362	0.001589	0.0016477	0.0014825	0.0015679	0.001687	0.0016899	0.0014069	0.0017858	0.0021148	0.0023218	0.002061	0.0023923	0.0026034	0.0028004	0.0023502	0.002449	
